ISP_Name,Time,Text,Coordinates,Place,Source
ipnx,2020-10-17 06:46:31,"Here we go, Public School Students In Oyo Now Have 24hrs Access To Internet! @seyiamakinde @thecableng @ipNXTweet… https://t.co/pe8eAhU3bD",,"Place(_api=<tweepy.api.API object at 0x7f96f37b7510>, id='011a942e0a0e8fb2', url='https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json', place_type='admin', name='Lagos', full_name='Lagos, Nigeria', country_code='NG', country='Nigeria', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f96f37b7510>, type='Polygon', coordinates=[[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]), attributes={})",Twitter for iPhone
ipnx,2020-11-20 01:13:42,@adefola09 They said they don’t have coverage at my side oo... thinking of getting ipnx,,"Place(_api=<tweepy.api.API object at 0x7f96f37b7510>, id='00817d75276a95cf', url='https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', place_type='city', name='Lagos', full_name='Lagos, Nigeria', country_code='NG', country='Nigeria', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f96f37b7510>, type='Polygon', coordinates=[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]), attributes={})",Twitter for iPhone
ipnx,2020-11-18 13:03:55,@Olufems Yes. IPNX,,"Place(_api=<tweepy.api.API object at 0x7f96f37b7510>, id='00817d75276a95cf', url='https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', place_type='city', name='Lagos', full_name='Lagos, Nigeria', country_code='NG', country='Nigeria', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f96f37b7510>, type='Polygon', coordinates=[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]), attributes={})",Twitter for iPhone
ipnx,2020-11-11 14:30:40,"@fkabudu ipNX has never disgraced me, if they’re available in your area check them out.",,"Place(_api=<tweepy.api.API object at 0x7f96f37b7510>, id='00817d75276a95cf', url='https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', place_type='city', name='Lagos', full_name='Lagos, Nigeria', country_code='NG', country='Nigeria', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f96f37b7510>, type='Polygon', coordinates=[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]), attributes={})",Twitter for iPhone
